	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
60.34223	1.342	54.229	63.158	43.747	56.531	16.39	10.136	33.824	1.757	55.506	63.483	42.104	55.327	19.596	4.805	33.979	1.444	55.767	64.198	43.29	56.218	19.307	5.711	35.433	6.464	44.312	6.075	8.712	7.672	11.716	9.981	6.405	40.556	4.196	8.978	6.449	9.113	7.307	5.027	29.297	1.717	10.056	4.481	6.665	5.91
60.50901	1.353	54.157	63.364	43.775	56.233	16.53	10.169	34.23	1.026	55.43	63.66	42.019	55.229	19.533	5.039	33.816	1.507	55.608	64.259	43.313	56.26	19.213	5.917	35.326	6.353	44.421	5.911	8.376	7.99	11.425	9.922	6.808	40.755	4.234	9.209	6.731	9.31	7.903	4.411	29.339	1.56	9.663	4.349	6.727	5.804
60.67554	1.278	54.485	63.326	43.838	56.417	16.122	9.956	34.089	0.981	55.589	63.708	42.252	55.385	19.809	4.966	34.129	1.577	55.794	64.251	43.777	56.644	19.548	6.442	35.669	6.539	44.6	5.754	8.362	8.061	11.702	9.968	6.879	40.846	4.331	8.74	6.437	9.158	7.665	4.593	29.28	1.796	9.876	4.218	6.571	5.76
60.84223	1.335	54.456	63.354	43.752	56.247	16.662	10.183	33.975	1.493	55.561	63.565	42.252	55.783	19.553	4.995	34.044	1.35	55.823	64.308	43.521	56.986	19.064	5.93	35.442	6.34	44.628	5.64	8.532	7.748	11.645	10.537	7.05	40.59	3.99	8.74	6.579	9.613	7.807	4.678	29.45	1.796	10.103	4.445	6.656	6.186
61.00892	1.438	54.356	63.535	44.059	56.289	16.502	10.112	34.031	1.054	55.6	63.518	42.218	55.428	19.646	4.527	34.014	1.478	55.751	64.259	43.342	56.771	19.213	6.002	35.468	6.268	44.762	5.883	8.688	7.99	11.851	10.206	7.035	40.84	4.234	8.726	6.674	9.253	7.476	4.923	29.339	1.475	10.686	4.292	6.898	5.549
61.17557	1.435	54.228	63.434	44.132	56.19	16.893	10.306	34.192	1.391	55.698	63.559	42.292	55.584	19.952	4.949	34.317	1.474	55.651	64.243	43.329	56.643	19.802	6.055	35.799	7.029	44.324	5.651	8.542	8.042	11.759	10.256	7.201	40.801	4.259	8.806	6.469	9.134	7.527	5.26	29.472	1.642	10.766	4.09	6.779	5.886
61.34233	1.225	54.639	63.387	43.871	56.602	16.789	10.235	34.362	1.095	55.652	63.909	42.429	55.741	19.874	5.021	34.231	1.403	55.72	64.109	43.349	56.713	19.779	5.871	35.768	6.502	44.514	5.724	8.669	8.113	12.078	10.011	6.59	41.022	4.163	9.047	6.365	9.286	7.793	4.68	29.39	1.321	10.837	4.335	6.68	5.816
61.50898	1.424	54.923	63.472	44.013	56.658	16.59	10.434	34.191	1.124	55.794	63.767	42.23	55.883	19.988	5.163	34.145	1.63	55.806	64.195	43.888	56.543	19.864	6.07	35.711	6.815	44.542	5.866	8.783	7.886	11.68	10.153	6.931	41.022	4.049	8.848	6.876	9.229	7.793	5.304	29.446	1.605	10.525	4.278	6.765	5.902
61.67567	1.512	54.599	63.727	44.202	56.304	16.931	10.477	34.108	1.131	55.705	63.597	42.275	55.583	19.766	5.004	33.979	1.53	55.995	64.539	43.888	56.673	19.676	5.91	35.775	6.806	44.71	6.018	8.883	8.326	12.228	10.322	6.746	41.04	4.025	9.092	6.449	9.511	7.677	4.715	29.61	1.432	11.137	4.282	6.978	5.597
61.84225	1.715	54.585	63.658	44.128	56.745	16.567	10.283	34.573	1.391	55.778	63.67	42.457	55.768	20.001	5.15	34.301	1.762	55.952	64.356	43.672	56.944	19.57	5.858	35.7	6.726	44.751	6.079	8.916	8.188	11.979	10.414	7.918	41.08	4.285	9.097	6.712	9.261	7.484	4.975	29.846	2.061	10.8	4.371	6.755	5.829
62.00898	1.144	54.796	63.658	44.053	56.758	16.71	10.467	34.286	1.042	55.838	63.783	42.497	55.84	19.54	5.054	34.326	1.465	55.991	64.409	43.816	57.239	19.9	5.989	35.949	6.593	44.555	5.87	9.299	8.288	11.773	10.272	6.794	41.232	4.479	9.62	6.797	9.832	7.601	4.826	29.682	1.721	10.529	4.168	6.713	5.821
62.17562	1.225	54.469	63.5	44.211	56.658	16.619	10.434	34.333	1.038	55.88	63.852	42.542	55.826	19.931	5.135	34.231	1.801	56.203	64.422	44.087	56.884	19.779	5.899	36.024	6.729	44.77	5.809	8.613	7.943	11.936	9.982	7.102	40.766	4.39	9.615	6.45	9.627	8.021	4.992	29.39	1.889	10.666	4.704	7.22	5.958
62.34241	1.264	55.137	63.917	44.246	56.531	16.893	10.789	34.846	1.05	55.755	63.843	42.463	55.84	19.81	5.148	34.601	1.559	56.162	64.47	44.011	56.927	19.603	6.424	35.998	6.774	44.38	5.736	8.797	8.127	11.929	10.285	7.372	40.971	4.174	9.744	7.122	9.418	7.641	5.43	29.614	1.955	11.448	4.261	6.808	5.914
62.50907	1.644	54.752	63.696	44.444	56.829	16.919	10.509	34.541	1.343	55.906	63.934	42.604	55.883	19.974	5.211	34.495	1.536	56.088	64.474	44.204	56.968	19.679	6.118	35.833	6.577	45.029	6.198	9.369	8.047	12.177	10.254	6.922	41.198	4.382	9.463	6.778	9.359	7.782	4.899	30.025	1.4	11.253	4.186	6.955	5.638
62.67582	1.314	54.568	63.601	44.535	56.786	16.597	10.439	34.57	1.383	56.009	63.726	42.525	56.096	20.25	5.054	34.439	1.379	55.962	64.267	43.73	57.182	19.73	5.961	36.062	6.564	44.555	5.898	8.703	8.033	11.943	10.074	7.447	40.863	4.223	9.705	6.456	9.917	7.601	4.57	29.853	1.466	10.984	4.509	7.196	6.133
62.84238	1.293	54.907	64.018	44.409	56.36	16.758	10.608	34.823	1.104	55.831	63.83	42.712	55.841	20.123	5.084	34.777	1.522	55.988	64.483	43.939	57.066	19.827	5.877	36.001	6.873	44.481	6.355	8.929	7.948	11.872	9.952	7.617	41.248	4.683	9.703	6.504	9.284	7.934	5.455	29.885	1.533	11.124	4.572	6.912	5.597
63.009	1.474	54.979	63.81	44.5	56.829	16.777	11.134	34.853	1.087	55.849	63.877	42.576	56.223	20.229	5.012	34.466	1.366	56.003	64.56	44.062	56.769	19.935	6.203	36.401	6.719	45.0	6.056	9.256	8.388	12.177	10.765	8.085	41.623	4.297	9.889	6.948	9.274	7.923	4.814	29.94	1.769	11.764	4.356	7.04	5.865
63.17577	1.273	55.273	64.008	44.481	56.615	17.033	10.579	34.708	1.136	56.192	64.075	42.814	56.323	20.053	5.285	34.575	1.495	56.211	64.556	43.921	57.319	19.583	6.276	36.45	7.436	44.805	6.017	9.297	7.92	12.112	10.0	7.559	41.095	4.434	9.078	6.637	10.183	8.153	4.864	29.777	1.771	11.775	4.324	6.799	6.026
63.34243	1.549	55.162	63.876	44.579	56.814	16.815	10.608	34.965	1.189	55.945	64.085	42.882	56.351	20.378	5.198	34.89	1.636	56.243	64.653	44.195	57.095	19.77	6.218	36.597	6.646	45.077	6.128	9.184	8.288	12.241	10.15	7.276	41.135	4.314	9.959	6.703	9.539	7.735	5.398	29.914	1.448	11.805	4.402	6.94	5.711
63.50911	1.332	54.951	63.81	44.727	56.857	17.117	11.162	34.711	1.002	56.076	64.104	42.917	56.365	20.314	5.126	34.92	1.536	56.372	64.815	44.289	57.649	19.963	5.891	36.457	6.917	45.029	6.226	9.625	8.189	12.149	10.254	8.17	41.34	4.496	10.031	7.119	9.983	8.179	5.892	30.082	1.542	11.82	4.413	7.125	5.865
63.67579	1.273	55.16	63.867	44.594	57.125	17.033	10.721	34.793	1.051	56.277	63.961	42.927	55.983	20.251	5.285	34.83	1.523	56.211	64.896	44.261	57.574	20.065	6.276	36.563	7.125	45.145	6.074	9.07	8.26	12.254	10.255	7.644	41.406	4.349	9.928	7.118	9.928	7.813	5.855	30.201	1.941	12.058	4.381	7.394	5.856
63.84252	1.233	55.176	63.832	44.539	56.856	17.092	10.944	34.814	1.1	56.071	64.069	42.729	56.053	20.173	5.137	34.795	1.603	56.058	64.722	44.182	57.42	20.5	5.958	36.87	7.038	44.98	5.953	9.18	8.028	12.063	10.144	7.668	41.237	4.197	10.095	6.753	9.59	8.013	4.742	30.132	1.616	11.914	4.824	7.162	6.132
64.00918	1.509	55.434	63.87	44.637	57.028	17.385	11.087	35.441	1.095	56.192	64.136	42.968	56.309	20.3	5.248	34.94	1.659	56.515	64.734	44.343	57.224	20.461	6.297	36.592	7.269	45.11	6.064	9.805	8.283	12.192	10.408	7.698	41.647	4.503	10.041	6.961	9.882	7.85	4.85	30.27	1.633	12.086	4.534	7.049	5.987
64.17583	1.502	55.266	64.106	44.679	56.83	17.225	11.003	35.046	1.375	56.285	64.175	43.009	55.825	20.712	5.161	35.257	1.345	56.491	64.917	44.418	57.909	20.166	6.267	37.166	6.847	45.384	5.92	9.295	8.17	12.747	10.531	8.296	41.432	4.526	10.072	6.971	9.834	8.171	5.357	30.238	2.134	12.231	4.356	6.964	5.926
64.34253	1.304	55.291	64.065	44.898	56.829	17.117	11.304	35.08	1.428	56.303	64.218	43.115	56.536	20.456	5.296	35.176	1.564	56.372	64.985	44.147	57.536	20.445	6.288	36.798	6.974	45.284	6.113	9.682	8.274	12.518	10.481	8.0	41.34	4.411	10.315	6.863	9.87	7.838	6.914	30.025	1.713	12.416	4.612	7.21	6.376
64.50923	1.397	55.232	63.829	44.742	57.281	17.165	10.764	35.191	1.177	56.21	64.122	43.103	55.685	20.499	5.27	34.86	1.849	56.199	64.633	44.072	57.278	19.974	6.034	37.246	7.112	45.097	5.69	9.397	8.104	12.446	10.047	7.687	41.384	4.218	10.113	6.825	9.833	7.916	5.187	30.398	1.78	11.818	4.335	7.238	5.954
64.67591	1.339	55.604	64.012	45.006	57.283	17.244	11.343	35.355	1.351	56.419	64.079	43.138	56.621	20.641	5.22	35.451	1.403	56.601	64.848	44.513	57.735	20.376	6.41	37.33	7.865	45.366	5.951	9.55	8.397	12.419	10.096	7.953	41.561	4.163	10.325	6.62	9.655	7.964	4.907	30.27	1.718	12.313	4.534	7.106	5.958
64.84252	1.693	55.696	64.201	44.806	57.03	17.263	11.289	35.305	1.229	56.463	64.1	43.106	56.479	20.385	5.301	35.147	1.6	56.665	65.129	44.466	57.77	20.553	6.351	37.029	7.163	45.003	6.003	9.751	8.283	12.506	10.255	7.757	41.843	4.293	10.359	7.294	9.957	8.463	5.296	30.205	2.153	12.575	4.634	7.249	6.179
65.00912	1.489	55.431	64.2	44.908	57.197	17.064	11.199	35.381	1.156	56.355	64.154	43.211	56.677	20.286	5.108	35.22	1.858	56.483	64.722	44.097	57.903	20.16	6.44	37.267	7.548	45.235	6.265	9.662	8.425	12.403	10.314	7.782	41.747	4.396	10.351	6.753	9.505	7.758	4.827	30.217	1.757	12.793	4.484	7.191	6.047
65.17587	1.399	55.534	64.113	45.018	56.957	17.477	11.149	35.507	1.355	56.293	64.237	43.32	56.522	20.336	5.423	35.206	1.55	56.701	64.779	44.582	57.58	20.326	6.245	37.085	7.246	45.407	6.324	9.895	8.231	12.284	10.272	7.731	42.283	4.507	10.472	6.882	10.059	8.367	5.138	30.449	1.778	12.574	4.594	7.054	6.303
65.34261	1.492	55.73	63.961	44.948	57.438	17.269	11.686	35.646	1.16	56.37	64.397	43.251	56.493	20.775	5.396	35.344	1.465	56.839	64.596	44.336	57.832	20.366	6.558	37.504	6.873	45.304	6.27	9.582	8.515	12.581	10.576	7.985	41.645	4.541	11.037	7.241	10.107	7.934	4.916	30.424	1.959	12.628	4.686	7.252	6.108
65.50922	1.414	55.532	64.163	44.971	57.155	17.395	11.327	35.609	1.509	56.458	64.287	43.274	56.578	20.534	5.462	35.62	1.702	56.868	64.884	44.56	57.379	20.211	6.369	37.44	7.565	45.187	6.278	9.677	8.61	12.596	10.39	8.194	41.896	4.492	10.48	7.027	9.523	8.088	5.576	30.442	1.88	12.894	4.324	6.865	5.974
65.67606	1.641	56.071	64.134	45.113	57.325	17.366	11.583	35.666	1.282	56.543	64.372	43.246	56.975	20.79	5.15	35.761	1.645	57.039	64.884	44.816	57.862	20.296	6.312	37.781	7.082	45.272	6.988	10.017	8.525	12.936	10.333	8.364	41.782	4.237	10.792	7.169	10.658	8.173	5.207	30.669	1.851	12.809	4.239	6.95	6.116
65.84265	1.549	55.73	64.188	45.175	57.41	17.212	11.601	35.731	1.274	56.342	64.312	43.393	57.06	20.605	5.141	35.684	1.38	56.839	65.078	44.762	57.69	20.167	6.813	37.93	7.384	45.474	5.844	9.95	8.629	12.893	10.377	8.524	41.56	4.541	10.611	6.788	9.851	8.104	4.66	30.396	2.101	13.053	4.828	7.167	6.108
66.00924	1.386	55.641	64.376	45.246	56.898	17.344	11.486	35.699	1.136	56.447	64.245	43.409	56.804	20.733	5.342	35.68	1.523	57.033	64.811	44.516	57.687	20.32	6.248	37.753	7.21	45.598	6.159	10.175	8.402	12.679	10.283	8.295	41.605	4.377	10.495	6.977	10.013	7.869	5.204	30.74	1.658	13.191	4.919	6.969	6.083
66.17596	1.226	55.827	64.339	45.253	56.941	17.278	11.728	35.729	1.432	56.636	64.349	43.387	56.762	20.442	5.355	35.71	1.962	57.049	65.114	44.979	57.816	20.485	6.176	37.983	7.056	45.295	6.115	10.077	8.416	12.531	10.132	8.396	41.724	4.36	10.935	6.967	9.578	7.916	5.528	30.455	1.695	12.952	4.392	7.408	5.954
66.34262	1.595	56.03	64.437	45.376	57.283	17.244	11.797	35.81	1.266	56.675	64.505	43.451	56.593	20.868	5.39	36.161	1.403	56.998	65.245	44.683	57.991	20.574	6.581	38.04	7.496	45.792	6.064	10.032	8.567	12.504	10.579	8.606	41.931	4.503	10.978	7.444	10.308	8.276	5.759	30.696	1.974	13.534	4.676	7.106	6.214
66.50932	1.556	56.014	64.418	45.482	57.467	17.281	11.781	36.035	1.452	56.742	64.429	43.529	57.259	21.074	5.717	35.932	1.617	56.953	65.026	44.73	57.947	20.608	6.312	37.781	6.912	45.499	6.051	9.96	8.44	12.596	10.333	8.506	41.896	4.861	11.132	7.197	10.289	8.116	4.838	30.811	1.596	13.348	4.693	7.205	6.23
66.67602	1.85	55.945	64.437	45.376	57.368	17.471	12.223	35.895	1.18	56.703	64.59	43.564	56.876	20.499	5.504	35.991	1.574	56.998	65.274	44.825	57.991	20.234	6.638	37.983	7.184	45.479	6.32	10.543	8.482	12.419	10.351	8.777	42.101	4.617	10.836	7.103	11.075	8.049	5.645	30.951	2.031	13.25	5.073	7.276	6.072
66.84261	1.407	56.042	64.386	45.316	57.438	17.467	11.459	36.1	1.33	56.512	64.34	43.393	56.862	20.917	5.396	36.11	1.636	57.009	65.078	45.017	57.946	20.593	6.53	38.44	7.299	45.502	6.383	10.347	8.544	12.808	10.32	9.091	41.674	4.286	11.377	6.986	10.192	8.189	5.313	30.822	2.044	13.394	4.658	7.337	6.023
67.00929	1.481	56.059	64.466	45.376	57.141	17.556	11.768	36.491	1.89	56.788	64.647	43.735	57.473	20.669	5.419	35.991	1.545	57.282	65.274	44.854	58.161	20.546	6.581	38.153	7.099	45.621	6.405	10.231	8.738	12.873	10.153	8.635	41.931	4.645	10.921	7.359	9.911	8.361	5.333	30.951	1.605	13.506	4.846	7.475	6.214
67.17598	1.322	55.9	64.386	45.487	57.778	17.297	11.856	36.27	1.189	56.767	64.766	43.591	57.145	20.974	5.538	35.911	1.607	57.207	65.192	44.875	58.087	20.933	6.53	38.157	7.412	45.559	6.27	10.007	8.629	12.921	10.491	9.091	42.043	4.229	11.802	7.327	10.05	8.019	5.058	30.822	1.704	13.904	4.856	7.281	6.221
67.34274	1.712	55.733	64.482	45.473	57.383	17.392	11.944	36.359	1.809	56.889	64.748	43.576	56.72	20.96	5.65	35.888	1.749	57.297	65.205	44.781	58.176	20.724	6.387	38.562	7.7	45.549	6.069	10.662	8.799	12.795	10.443	8.441	41.971	4.649	11.949	7.053	10.002	8.481	5.337	31.045	2.034	13.795	4.708	7.111	6.247
67.50945	1.737	56.167	64.537	45.536	57.565	17.845	11.813	36.807	1.432	56.806	64.718	43.755	56.989	20.981	5.922	36.277	1.508	57.248	65.398	45.007	58.185	20.655	6.8	38.578	7.878	45.465	6.342	10.332	8.416	12.928	10.359	8.339	42.093	4.53	11.276	6.57	10.003	8.228	5.216	30.851	1.78	13.377	4.902	7.181	6.096
67.67616	1.509	56.059	64.665	45.461	57.766	17.584	11.854	36.576	1.124	56.675	64.931	43.848	57.388	21.124	5.504	36.36	1.971	57.367	65.671	44.854	58.36	20.745	6.808	39.005	7.155	45.565	6.206	10.373	8.738	13.129	10.579	8.521	41.732	4.731	11.943	7.217	10.393	8.475	6.099	31.178	1.946	13.591	5.016	7.191	5.902
67.84267	1.623	56.167	64.509	45.678	57.792	17.363	12.181	36.523	1.347	57.004	64.718	43.755	57.074	20.896	5.638	36.249	1.849	57.333	65.455	44.639	57.731	20.4	6.601	38.692	7.056	45.947	6.087	10.701	8.614	13.154	10.387	9.246	41.838	4.757	12.126	6.91	10.173	8.341	5.868	31.05	2.035	13.944	4.76	7.266	6.549
68.00942	1.502	56.455	64.633	45.692	57.907	17.628	12.042	36.386	1.456	56.927	64.729	43.967	57.103	21.336	5.836	36.339	1.877	57.394	65.241	44.63	58.075	20.644	6.742	38.927	7.57	45.71	6.283	10.391	8.615	12.943	10.226	9.107	42.163	4.467	11.847	7.459	9.813	8.292	5.495	31.16	2.025	13.779	4.952	7.21	6.376
68.17606	1.584	56.071	64.617	45.681	57.779	17.792	12.15	36.659	1.339	56.912	64.855	43.955	57.259	21.244	5.547	36.584	1.531	57.407	65.48	45.213	58.344	20.807	6.794	39.086	7.905	45.839	6.364	10.783	8.638	13.22	10.248	8.846	42.066	4.606	11.728	7.424	10.034	8.684	5.122	30.924	2.107	13.83	4.75	7.602	6.4
68.3427	1.365	56.238	64.522	45.864	57.692	17.584	11.751	36.683	1.484	56.705	64.758	43.885	57.315	20.86	5.605	36.607	1.532	57.374	65.382	45.051	58.057	20.902	6.767	38.993	7.362	45.878	6.592	11.092	8.751	13.09	10.097	9.156	41.939	4.47	12.234	7.584	10.195	8.051	5.694	31.296	1.947	13.882	4.841	7.517	6.346
68.50943	1.567	56.196	64.764	45.706	57.65	17.873	12.38	36.778	1.318	57.004	64.718	43.897	57.414	20.811	5.808	36.788	1.508	57.134	65.199	45.177	58.497	20.825	6.63	39.032	7.538	45.692	6.257	10.786	9.039	13.013	10.018	9.019	42.036	4.587	11.899	6.996	10.598	8.171	5.783	31.192	2.12	13.462	4.675	7.266	6.039
68.67619	1.389	56.171	64.775	45.692	57.822	17.486	12.042	36.925	1.343	57.069	64.956	44.166	57.415	20.797	5.807	36.51	1.735	57.224	65.553	44.913	58.614	20.616	6.827	39.267	7.514	45.795	6.226	10.874	8.785	12.858	10.169	8.88	42.078	4.723	12.017	7.204	10.154	8.463	5.211	31.359	1.883	14.148	4.952	7.522	6.064
68.8428	1.538	56.252	64.764	45.933	57.65	17.335	12.21	36.977	1.148	57.089	65.086	44.067	57.527	20.782	5.553	36.816	1.452	57.644	65.398	45.262	58.27	20.825	6.885	39.344	7.056	45.692	6.002	10.842	8.926	13.154	10.302	9.359	42.206	4.473	12.381	7.477	10.031	8.568	5.216	31.05	2.007	14.199	4.902	7.663	6.01
69.00938	1.62	56.351	64.833	46.063	57.607	17.329	12.374	36.655	1.229	57.017	64.758	44.083	57.456	20.974	5.605	36.692	1.787	57.403	65.637	44.994	58.255	20.675	6.965	39.361	7.39	45.679	6.536	10.695	9.006	13.402	10.636	9.581	41.939	4.526	12.121	7.159	10.62	8.335	5.297	31.211	1.777	14.364	4.841	7.573	6.375
69.17607	1.556	56.554	64.872	45.993	57.893	17.565	12.321	37.17	1.339	57.167	64.996	44.04	57.515	20.932	5.377	36.953	2.127	57.634	65.792	45.241	58.06	20.608	6.738	39.597	7.65	46.123	6.619	10.727	8.723	13.39	10.475	9.868	42.321	4.691	12.409	7.51	10.63	8.854	5.491	31.265	2.135	14.085	5.005	7.262	6.485
69.34285	1.747	55.9	64.84	46.082	58.09	17.467	12.622	37.178	1.274	57.221	64.936	44.017	57.202	20.889	5.538	36.904	1.636	57.434	65.447	44.762	58.229	20.678	6.87	39.83	7.157	45.559	6.865	10.971	8.799	13.29	10.292	9.545	42.128	4.626	12.228	6.844	10.277	8.416	5.88	31.502	1.959	13.734	4.913	7.366	6.477
69.50952	1.443	56.293	64.83	46.011	57.946	17.854	12.279	37.314	1.589	57.297	64.925	44.202	57.682	20.959	5.908	37.181	1.835	57.514	65.519	45.139	58.452	20.66	6.956	39.679	7.521	45.91	6.074	10.912	8.94	12.99	10.623	9.145	42.058	4.774	12.931	7.486	10.069	8.719	5.714	31.193	1.828	14.523	4.834	7.337	6.281
69.67621	1.567	56.167	64.622	46.075	57.735	17.59	12.465	37.232	1.262	57.117	64.888	44.18	57.698	21.208	5.553	37.071	1.792	57.588	65.455	45.262	58.185	20.683	6.856	39.741	7.736	45.692	6.002	11.041	8.869	13.239	10.302	9.614	42.178	4.672	12.863	7.562	9.918	8.483	5.046	31.135	1.922	14.37	5.072	7.238	6.379
69.8428	1.237	56.524	64.67	45.997	57.92	17.808	12.197	37.178	1.416	57.221	64.964	44.102	57.486	20.974	5.567	37.103	1.976	57.463	65.702	45.187	58.286	21.018	6.728	40.171	7.497	45.928	6.468	11.198	8.969	13.262	10.661	9.602	42.213	4.598	12.568	7.27	10.135	8.416	5.71	31.559	1.845	14.386	5.14	7.337	6.108
70.0095	1.669	56.525	64.702	46.22	58.12	17.366	12.746	37.369	1.197	57.366	64.798	44.296	57.543	21.159	5.803	37.209	1.815	57.663	65.707	45.213	58.145	20.721	6.709	39.966	7.423	45.698	6.108	11.039	8.95	13.277	10.418	9.726	42.321	4.606	13.062	7.538	10.374	8.371	6.825	31.435	1.795	14.852	4.92	7.461	6.372
70.17616	1.608	56.658	64.814	46.304	57.824	17.695	12.812	37.612	1.85	57.362	64.967	44.463	57.815	21.295	6.033	37.595	1.592	57.74	65.51	45.501	58.505	20.861	6.855	40.015	7.973	45.927	6.593	11.36	8.757	13.272	10.433	10.247	42.318	4.661	13.216	7.157	10.333	8.414	5.349	31.47	1.645	14.352	4.889	7.409	6.259
70.34278	1.414	56.412	64.787	46.049	58.12	17.707	12.633	37.652	1.622	57.252	65.053	44.409	58.139	21.159	5.661	37.464	1.617	57.663	65.707	45.468	58.571	21.147	6.823	40.136	7.934	46.01	6.449	10.954	8.638	13.22	10.418	9.726	42.265	4.804	12.92	7.595	10.63	8.258	5.803	31.833	2.022	14.993	5.005	7.716	6.315
70.50948	1.595	56.683	65.09	46.398	58.078	17.669	12.507	37.769	1.72	57.242	64.818	44.445	57.927	21.124	5.93	37.382	1.744	57.594	65.671	45.62	58.729	21.057	7.12	40.482	7.524	46.246	6.49	11.253	9.22	13.725	10.266	9.629	42.527	4.645	12.596	7.444	10.564	8.901	5.901	31.604	2.059	14.414	4.789	7.816	6.129
70.67616	1.588	56.625	64.973	46.203	57.964	17.543	12.922	37.805	1.116	57.211	65.098	44.307	57.87	21.109	5.665	37.446	1.877	57.82	65.496	45.396	58.529	20.729	7.423	40.289	7.428	45.625	6.567	11.157	8.984	13.227	10.736	9.646	42.674	4.496	13.323	7.601	10.835	8.264	6.886	31.586	2.025	14.659	4.754	7.38	6.035
70.84299	1.68	57.166	65.005	46.483	57.993	17.669	12.791	37.741	1.635	57.413	64.732	44.445	58.097	21.124	5.731	37.411	1.744	57.935	65.785	45.677	58.644	21.199	7.12	40.396	8.092	45.877	6.377	11.594	8.965	13.668	10.437	9.884	42.385	4.645	13.249	7.614	10.507	8.219	5.588	31.633	2.201	15.011	4.789	7.532	6.044
71.00962	1.64	56.48	64.958	46.498	58.098	17.383	13.002	37.877	1.147	57.333	64.97	44.314	58.117	21.218	5.79	37.833	1.633	57.876	65.829	45.504	58.468	20.931	6.725	40.399	8.023	45.955	6.263	11.607	9.142	13.425	10.176	10.153	42.367	4.524	13.154	7.784	10.475	8.868	5.556	31.808	2.07	14.772	5.065	7.595	6.269
71.17627	1.672	56.728	64.788	46.521	58.486	17.526	12.794	37.658	1.355	57.446	65.03	44.534	57.963	21.283	5.688	37.787	1.932	57.955	65.806	45.449	58.717	21.143	7.565	40.557	7.873	45.897	6.417	11.741	9.101	13.549	10.232	10.003	42.558	4.729	13.406	7.501	10.39	8.439	5.336	31.748	1.87	14.995	4.87	7.554	6.649
71.34291	1.511	57.03	64.922	46.329	58.302	17.887	12.724	37.918	1.196	57.607	65.136	44.37	58.207	21.362	5.873	37.733	1.603	58.172	65.571	45.602	58.276	21.167	7.123	40.876	7.919	45.706	6.401	11.444	9.087	13.515	10.393	10.048	42.737	4.741	13.309	7.606	10.209	8.772	5.519	31.69	1.936	14.813	4.767	7.568	6.605
71.50977	1.632	56.924	64.997	46.45	58.364	17.724	13.121	38.138	1.665	57.566	64.955	44.489	58.096	21.264	6.348	38.212	1.707	57.981	65.65	45.646	58.74	21.074	7.513	40.789	8.06	45.918	6.818	11.784	8.879	13.648	10.799	10.016	42.541	4.608	13.568	7.442	10.959	8.433	5.731	31.61	2.223	14.899	4.833	7.646	6.39
71.67639	1.467	56.611	64.972	46.675	58.279	17.965	12.703	38.245	1.359	57.54	65.102	44.598	57.811	21.307	5.928	37.891	1.459	58.011	65.97	45.729	58.742	21.261	7.465	40.755	7.642	46.115	6.741	11.823	8.917	13.949	10.554	10.256	42.45	4.844	14.095	7.541	10.714	8.875	5.224	31.972	1.886	14.71	4.926	7.799	6.399
71.84299	1.692	56.981	65.272	46.715	58.156	17.633	13.242	37.86	1.507	57.606	65.059	44.72	58.146	21.561	5.997	38.139	1.786	58.068	66.048	45.925	58.939	21.15	7.508	40.752	7.553	45.846	6.378	11.877	8.703	13.691	10.592	10.913	42.312	5.247	14.013	7.38	10.581	8.94	5.687	31.824	2.018	14.825	4.867	7.873	6.434
72.00964	1.789	57.371	65.062	46.694	58.574	17.537	13.488	38.151	1.433	57.74	65.223	44.67	57.903	21.238	6.212	38.171	1.714	58.172	66.069	45.792	58.985	21.318	7.235	41.045	8.173	45.971	6.363	11.692	9.063	13.656	10.352	10.786	42.52	4.857	13.945	7.888	10.571	8.959	5.613	31.794	2.113	14.842	5.309	7.457	6.447
72.17628	1.695	56.938	65.288	46.612	58.142	17.725	12.932	38.129	1.138	57.794	65.248	44.732	58.161	21.396	6.088	38.351	2.164	58.084	65.979	45.708	59.184	20.957	7.369	40.993	8.162	46.318	6.468	11.882	8.967	13.698	10.655	10.516	42.726	4.993	13.732	7.99	10.932	8.717	5.777	32.12	1.964	15.606	4.871	7.964	6.209
72.34313	1.742	56.864	65.354	46.748	58.241	17.821	13.403	38.384	1.498	57.746	65.313	44.582	58.117	21.173	5.816	38.146	1.691	58.181	65.842	45.64	58.737	21.307	7.24	40.988	7.513	45.85	6.541	11.579	8.722	13.79	10.636	10.184	42.404	4.665	13.657	7.626	10.654	8.756	5.334	31.92	2.04	15.33	4.946	7.548	6.425
