	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
36.17402	15.29	64.383	39.119	60.917	78.586	18.597	5.133	15.976	14.593	69.642	36.428	62.702	69.139	18.835	5.757	16.471	14.464	70.67	0.713	64.269	74.151	26.643	3.951	17.41	13.193	15.184	13.122	13.439	16.778	15.94	21.971	13.409	13.609	10.301	17.542	13.03	15.022	21.431	12.584	9.395	8.628	16.432	1.209	13.061	17.766
36.34062	15.453	64.46	39.636	61.107	78.843	18.644	5.373	16.034	14.448	69.587	36.977	62.807	69.561	18.999	5.859	16.492	14.544	70.81	0.839	64.633	74.779	27.128	3.965	17.631	13.59	15.347	13.227	13.771	17.426	16.216	22.339	13.429	14.06	10.546	17.963	13.362	15.3	21.426	12.915	9.498	9.1	16.709	1.333	13.649	17.957
36.50735	15.354	64.256	39.729	61.018	79.062	18.832	5.194	15.9	14.545	69.462	37.468	62.604	69.584	19.328	5.848	16.564	14.443	70.688	0.831	64.599	74.827	27.395	3.956	17.56	13.401	15.105	13.5	13.959	17.67	15.832	22.494	13.645	13.702	10.706	18.035	13.208	15.201	21.582	12.989	9.572	8.604	16.781	1.241	13.152	18.144
36.67409	15.09	64.126	40.261	61.002	79.643	18.768	5.018	16.233	14.707	69.128	37.913	62.873	69.767	19.206	5.528	16.557	14.635	70.584	1.056	64.954	75.636	27.728	4.18	17.581	13.221	15.413	13.893	13.782	17.749	15.94	22.828	13.895	13.866	10.957	17.942	13.773	15.194	21.831	12.784	9.738	8.857	16.86	1.295	13.261	18.28
36.84088	15.539	64.346	40.637	61.278	80.072	18.987	5.231	15.862	14.734	69.53	37.891	62.864	70.076	19.313	5.859	16.721	14.658	70.181	0.896	64.833	75.636	28.014	4.108	17.689	13.476	15.547	13.656	14.229	18.112	16.045	22.825	13.487	13.86	10.632	18.049	13.791	15.272	21.883	12.572	10.07	9.014	16.852	1.39	13.192	18.529
37.00735	15.301	63.926	40.698	61.121	80.307	19.266	5.104	16.278	14.646	68.905	38.373	62.59	70.274	19.413	5.917	16.879	14.58	70.542	0.886	64.609	76.13	28.259	3.891	17.872	13.388	15.308	13.789	13.739	18.016	15.954	22.941	13.448	13.698	10.946	18.178	14.102	15.116	21.948	12.83	9.868	8.823	17.07	1.301	13.365	18.461
37.17413	15.4	64.023	40.818	61.057	80.417	19.254	5.384	16.5	14.573	68.839	38.481	62.692	70.555	19.477	5.804	16.975	14.349	69.73	0.885	64.588	76.185	28.623	4.164	17.762	13.54	15.519	13.86	14.217	18.456	16.031	23.157	13.178	13.84	11.002	18.3	14.156	15.013	22.029	12.832	10.121	9.347	17.226	1.338	12.942	18.387
37.34079	15.373	63.922	41.674	61.175	80.81	19.424	5.153	16.458	14.771	68.751	39.49	62.757	70.752	19.94	5.706	17.037	14.393	69.822	0.792	64.889	76.548	28.923	4.167	17.943	13.741	15.608	14.089	13.87	18.573	16.055	23.295	13.406	13.882	10.849	18.421	14.005	15.188	22.274	12.363	10.369	9.069	17.627	1.294	13.183	18.646
37.50748	15.572	63.836	41.674	61.175	81.152	19.652	5.352	16.172	14.686	68.922	39.376	63.014	70.866	19.969	5.792	17.208	14.45	70.164	0.593	64.832	77.118	29.294	4.309	17.971	13.455	15.522	13.833	14.155	18.544	16.112	23.352	13.178	13.939	11.162	18.592	14.49	15.046	22.217	12.648	10.027	9.412	17.541	1.38	13.183	18.875
37.67411	15.46	63.743	41.829	61.027	81.644	19.768	5.136	16.503	14.907	68.417	39.698	62.693	70.853	20.196	5.513	17.037	14.676	69.835	0.692	64.823	76.984	29.424	3.892	18.113	13.534	15.495	13.92	14.216	19.03	16.173	23.603	12.981	13.681	11.31	18.649	14.921	14.904	22.527	12.626	10.146	9.534	17.457	1.367	12.933	18.761
37.84077	15.488	63.591	42.191	60.951	81.806	19.623	5.206	16.501	14.828	68.464	39.932	62.737	71.065	20.035	5.808	16.956	14.552	69.456	0.843	64.764	77.599	29.882	3.97	18.21	13.571	15.383	13.663	14.549	19.062	16.108	23.748	13.265	13.982	11.438	18.685	14.425	15.193	22.549	12.606	9.933	9.476	17.402	1.25	12.911	18.822
38.00747	15.714	63.463	42.339	61.02	82.021	19.79	5.354	16.752	14.899	68.792	39.972	62.723	71.148	20.38	5.91	17.098	14.872	69.944	0.759	65.069	77.812	30.222	4.264	18.27	13.298	15.666	14.174	14.37	19.289	16.245	23.96	13.404	14.216	11.198	18.885	14.875	15.506	22.727	12.621	10.124	9.574	17.514	1.247	12.869	19.02
38.17416	15.302	63.509	42.929	60.982	82.475	20.151	5.214	17.064	14.56	68.417	40.728	62.77	71.272	20.593	5.905	17.084	14.854	69.578	0.736	64.911	78.153	30.503	4.122	18.397	13.76	15.825	14.362	14.333	19.533	16.378	24.108	13.278	13.998	11.364	19.099	14.924	15.378	22.822	12.331	10.202	9.715	17.558	1.4	13.008	19.179
38.34089	15.746	63.476	43.334	61.208	82.75	20.28	5.063	16.929	14.714	68.578	40.675	62.737	71.351	20.721	5.893	17.213	14.752	69.456	0.929	64.792	78.714	30.74	4.198	18.468	13.599	15.611	14.349	14.635	19.777	16.223	24.177	13.265	13.782	11.523	19.256	15.426	15.307	23.149	12.749	10.076	9.734	17.63	1.422	12.94	19.336
38.5075	15.719	63.44	43.745	61.002	82.842	20.396	5.19	16.947	14.879	68.557	40.969	62.616	71.623	20.891	5.871	17.185	14.721	69.385	0.656	65.068	78.806	31.184	4.265	18.609	13.307	15.498	14.236	14.896	20.005	16.426	24.285	13.038	13.923	11.728	19.313	15.401	15.165	23.059	12.498	10.081	9.885	17.603	1.409	13.175	19.28
38.67413	15.848	63.665	44.122	61.028	83.573	20.468	5.181	16.841	14.833	68.432	41.487	62.841	72.359	21.133	5.917	17.457	14.876	69.263	0.734	65.006	79.281	31.562	4.17	18.708	13.974	15.77	14.593	14.712	20.334	16.613	24.553	13.367	13.993	11.46	19.327	15.731	15.408	23.357	12.772	10.583	10.131	17.846	1.374	13.05	19.437
38.84092	15.89	63.069	44.516	61.174	83.698	20.739	5.275	17.546	14.936	68.385	41.883	62.902	72.423	21.177	5.785	17.442	15.006	69.699	0.827	65.154	79.777	31.898	4.294	18.895	13.564	15.869	14.35	14.953	20.834	16.712	24.656	13.295	14.037	11.757	19.484	16.572	15.508	23.488	12.498	10.595	9.97	17.946	1.409	13.318	19.479
39.00756	15.627	63.057	44.628	61.085	83.601	20.988	5.27	17.637	14.942	67.73	42.319	62.806	72.488	21.467	5.804	17.486	14.804	69.304	0.828	65.185	79.995	32.205	4.363	18.729	13.341	15.861	14.514	14.814	20.787	16.401	24.72	13.234	14.266	11.628	19.608	16.202	15.468	23.65	12.264	10.376	10.314	17.965	1.423	13.141	19.553
39.17417	15.89	62.845	45.066	60.902	83.99	21.052	5.303	17.676	15.036	67.579	42.417	62.736	72.392	21.616	5.838	17.664	15.011	68.838	1.457	65.145	80.214	32.387	4.254	18.822	13.179	15.811	14.378	14.934	21.193	16.578	24.814	13.07	14.103	11.548	19.757	16.607	15.531	23.63	12.383	10.468	10.091	18.227	1.427	13.26	19.815
39.34095	16.049	62.887	45.187	61.051	84.377	21.069	5.193	18.199	15.054	68.183	43.291	62.948	72.744	21.731	6.094	17.628	15.016	69.191	0.718	65.111	80.428	32.718	4.238	18.878	13.482	16.085	14.908	15.029	21.674	16.73	25.288	13.113	14.305	11.978	19.897	16.875	15.836	24.009	12.779	10.359	10.396	18.161	1.532	13.285	19.665
39.50763	16.134	63.086	45.815	60.965	84.063	21.326	5.251	17.714	15.226	67.926	43.548	62.663	72.773	21.987	6.293	17.799	15.187	69.163	0.89	65.139	80.799	33.146	3.981	19.135	13.425	15.914	14.48	14.573	21.645	16.987	25.288	13.113	14.134	11.95	19.954	17.132	15.722	24.095	12.437	10.216	10.425	18.161	1.389	13.142	19.837
39.67429	16.126	62.507	46.165	61.127	84.437	21.375	5.52	17.231	15.252	67.927	43.843	62.739	73.055	22.296	5.825	17.792	15.239	68.874	0.873	65.018	80.831	33.521	4.194	19.3	13.337	15.906	14.929	14.591	21.982	16.921	25.629	13.218	14.357	12.253	19.976	17.237	15.487	24.148	12.539	10.377	10.355	18.267	1.371	13.216	19.858
39.84092	15.743	62.582	46.434	60.947	84.659	21.59	5.238	17.142	15.313	67.982	43.794	62.558	73.147	22.306	5.792	17.949	15.021	68.853	0.935	65.146	81.394	33.798	4.224	19.511	13.313	16.121	14.802	14.668	22.763	17.053	25.718	13.178	14.053	12.018	20.274	17.796	15.616	24.355	12.534	10.597	10.495	18.482	1.38	13.126	19.986
40.00756	16.168	62.603	46.866	60.878	84.987	21.674	5.488	17.52	15.591	67.501	44.55	62.864	73.362	22.628	6.088	18.121	15.373	69.067	0.896	65.519	81.58	34.159	4.508	19.775	13.762	16.205	14.771	15.143	22.427	17.302	25.911	13.172	14.546	11.918	20.307	18.077	15.815	24.598	12.429	10.584	10.786	18.481	1.476	13.42	20.272
40.17429	16.285	62.639	47.518	61.089	84.858	21.79	5.067	17.541	15.256	67.811	44.934	62.9	73.745	22.62	6.248	18.234	15.448	68.938	1.22	65.346	81.936	34.539	4.224	19.625	13.455	16.15	14.774	14.839	22.592	17.31	26.288	13.406	14.481	12.103	20.445	18.252	15.73	24.612	12.335	10.626	10.808	18.568	1.437	13.354	20.442
40.34106	16.182	62.399	47.842	61.018	85.061	22.117	5.222	17.014	15.488	67.434	45.38	62.804	73.555	22.784	6.048	18.306	15.357	68.745	0.917	65.256	82.254	34.651	4.27	19.874	13.458	16.019	14.957	15.387	23.012	17.489	26.322	13.387	14.473	12.42	20.434	18.321	15.972	24.924	12.561	10.229	10.975	18.553	1.412	13.552	20.429
40.50754	16.155	62.421	48.477	60.756	85.122	22.117	5.377	17.231	15.395	67.385	45.613	62.654	73.54	23.152	6.054	18.277	15.382	68.903	0.701	65.189	82.4	35.177	4.28	19.957	13.537	16.42	15.272	15.191	23.409	17.349	26.456	13.275	14.328	12.424	20.775	18.693	15.915	25.062	12.225	10.719	11.182	18.61	1.399	13.53	20.543
40.67431	15.935	62.43	48.781	60.88	85.147	22.353	5.45	17.486	15.454	67.07	45.944	62.691	73.971	23.328	6.35	18.484	15.301	68.45	1.146	65.196	82.453	35.342	4.181	19.933	13.425	16.484	15.251	15.371	23.5	17.7	26.743	13.341	14.476	12.378	20.895	18.758	16.264	25.321	12.351	10.387	11.338	18.988	1.446	13.342	20.635
40.84103	16.196	62.431	49.124	60.764	85.587	22.645	5.402	17.462	15.534	67.072	46.55	62.75	74.22	23.6	6.145	18.578	15.516	68.524	0.925	65.461	82.895	35.702	4.308	20.003	13.676	16.462	15.056	15.257	24.228	17.588	27.169	13.229	14.403	12.546	21.05	19.678	16.043	25.57	12.657	10.499	11.043	19.052	1.419	13.478	20.701
41.00769	16.285	62.411	49.37	60.833	85.457	22.759	5.267	17.398	15.57	67.184	46.873	62.985	74.715	23.846	5.792	18.576	15.876	68.71	0.849	65.317	83.161	35.936	4.338	20.223	13.541	16.549	15.315	15.694	24.16	17.652	27.485	13.321	14.31	12.303	21.3	19.535	16.157	25.723	12.534	10.768	11.236	18.995	1.437	13.525	20.784
41.17442	16.383	62.592	49.989	60.955	85.665	22.831	5.177	17.659	15.652	66.785	47.468	62.853	74.653	23.98	5.997	18.762	15.753	68.674	0.958	65.275	83.542	36.347	4.366	20.213	13.765	16.42	15.528	15.704	24.693	17.863	27.541	13.304	14.414	12.681	21.432	20.063	16.286	26.032	12.567	10.491	11.553	19.181	1.456	13.644	20.914
41.34093	16.536	62.239	50.252	60.892	85.444	23.121	5.656	17.507	15.66	66.897	47.377	62.585	74.579	24.285	6.026	18.966	15.775	68.408	1.014	65.28	83.574	36.516	4.381	20.267	13.632	16.343	15.594	15.465	24.828	18.048	27.913	12.948	14.24	12.647	21.316	19.984	16.491	26.073	12.229	10.628	11.216	19.187	1.493	13.646	20.89
41.50764	16.391	62.088	51.035	60.965	85.86	23.322	5.365	17.97	15.796	66.642	48.226	62.691	74.94	24.583	6.008	18.997	15.814	68.621	0.861	65.396	83.651	36.854	4.523	20.447	13.596	16.484	15.593	15.799	25.297	18.014	28.026	13.341	14.676	12.577	21.58	20.64	16.493	26.32	12.522	10.872	11.509	19.445	1.532	13.77	21.12
41.67446	16.579	62.128	51.359	60.837	85.77	23.449	5.409	17.783	15.934	66.679	48.856	62.816	74.957	24.814	6.037	18.923	15.99	68.586	0.936	65.456	84.042	37.137	4.391	20.51	13.906	16.756	15.352	15.905	25.556	18.203	28.388	13.132	14.739	12.745	21.929	20.937	16.506	26.602	12.41	10.583	11.54	19.6	1.528	14.056	21.189
41.84107	16.379	61.929	51.786	60.667	85.485	23.705	5.38	17.897	15.763	66.508	49.141	62.816	74.872	24.899	6.037	19.123	15.962	68.301	0.68	65.2	83.871	37.137	4.277	20.368	13.735	16.613	15.409	15.99	25.528	18.146	28.558	13.217	14.512	12.517	21.815	20.767	16.591	26.574	12.496	10.64	11.483	19.6	1.5	13.657	21.189
42.00766	16.513	61.413	52.307	60.776	85.799	23.842	5.637	18.082	16.026	66.499	49.239	62.843	75.541	25.414	6.191	19.289	16.189	68.225	1.106	65.488	84.644	37.675	4.423	20.851	14.168	16.976	15.543	16.122	26.384	18.364	28.967	13.321	14.795	12.93	22.212	21.303	17.012	27.149	12.42	10.597	11.835	19.736	1.551	13.867	21.526
42.17455	16.919	61.92	52.573	60.94	85.901	24.165	5.544	18.191	16.071	66.31	50.108	63.066	75.605	25.541	6.305	19.297	16.344	68.171	1.126	65.601	84.634	37.905	4.418	20.976	14.099	17.097	15.607	16.154	26.54	18.712	29.301	13.126	14.862	12.675	22.337	21.682	17.021	27.364	12.79	10.542	11.948	19.801	1.482	13.981	21.534
42.34109	16.926	61.593	53.357	60.756	86.036	24.4	5.291	18.144	16.222	66.186	51.064	62.939	75.795	25.921	6.111	19.59	16.01	68.246	0.873	65.589	84.769	38.202	4.337	20.898	14.279	17.133	15.757	15.79	26.548	18.776	29.482	13.275	14.842	13.052	22.545	21.975	17.114	27.573	12.481	10.748	12.181	20.037	1.627	14.158	21.827
42.50779	16.863	61.417	53.352	60.894	85.656	24.559	5.579	18.182	15.963	65.996	50.991	62.902	75.669	26.066	6.635	19.379	16.161	67.931	0.765	65.314	84.668	38.275	4.476	20.909	14.248	17.211	15.409	16.19	27.178	18.687	29.839	13.388	14.654	12.887	22.584	21.877	16.961	27.712	12.325	10.469	11.882	20.169	1.585	14.226	21.73
42.67456	17.041	61.404	53.65	60.682	85.449	24.652	5.584	18.021	16.228	65.816	51.318	62.718	75.915	26.274	6.071	19.643	16.311	68.319	1.082	65.558	84.86	38.543	4.224	21.059	14.086	17.104	15.672	16.282	27.301	18.751	30.02	13.452	14.577	13.263	22.877	22.055	17.111	28.035	12.501	10.561	11.944	20.205	1.759	14.175	21.737
42.8412	16.992	61.357	54.064	60.465	85.388	24.857	5.4	18.247	16.258	65.986	51.901	62.699	75.774	26.647	6.111	19.62	16.23	67.754	0.9	65.195	85.167	38.707	4.467	21.12	14.258	17.197	15.935	16.063	27.417	19.1	30.417	13.261	14.724	13.244	23.023	22.772	17.288	28.178	12.456	10.827	12.184	20.439	1.578	14.073	22.056
43.00782	16.906	61.101	54.52	60.863	85.53	25.084	5.457	18.474	16.457	65.986	52.242	63.012	75.973	26.875	6.367	19.762	16.23	67.839	1.099	65.679	85.423	39.048	4.58	21.206	14.343	17.254	16.077	16.774	28.043	19.157	30.559	13.289	14.838	13.216	23.251	22.772	17.459	28.292	12.115	10.628	12.042	20.354	1.578	14.13	22.227
43.17442	17.39	60.867	55.061	60.659	85.107	25.253	5.469	18.462	16.307	65.768	52.809	62.891	76.184	27.181	6.174	19.874	16.538	68.082	0.885	65.612	85.14	39.256	4.334	21.344	14.734	17.31	15.907	16.662	28.492	19.244	30.918	13.519	14.891	13.22	23.332	23.196	17.571	28.682	12.577	10.689	12.275	20.552	1.594	14.278	22.339
43.3412	17.141	61.395	55.53	60.589	84.872	25.516	5.388	18.557	16.344	65.531	53.165	62.622	76.288	27.503	6.123	19.882	16.547	67.616	1.343	65.401	85.19	39.268	4.367	21.381	14.231	17.488	15.914	16.328	28.586	19.307	31.184	13.27	14.871	13.197	23.34	23.261	17.579	28.947	12.525	10.781	12.252	20.644	1.512	14.283	22.204
43.50786	17.247	61.232	56.026	60.623	84.919	25.747	5.336	18.684	16.538	65.815	53.645	62.862	76.367	27.749	6.265	20.195	16.556	67.623	1.032	65.738	85.562	39.535	4.437	21.559	14.509	17.54	16.249	16.854	28.577	19.611	31.506	13.597	15.103	13.205	23.69	23.664	17.947	29.315	12.551	10.958	12.507	21.013	1.618	14.569	22.546
43.67448	17.348	60.888	56.312	60.395	84.958	26.03	5.7	18.826	16.792	65.258	53.885	62.681	76.669	28.009	6.225	20.028	16.717	67.465	0.89	65.596	85.441	39.638	4.335	21.552	14.594	17.722	16.375	16.708	29.12	19.6	31.908	13.621	14.901	13.609	23.795	23.547	17.726	29.478	12.487	10.738	12.327	21.018	1.574	14.755	22.662
43.84118	17.511	61.167	56.867	60.589	84.616	26.312	5.473	18.841	16.6	65.275	54.473	62.566	76.259	28.128	6.094	20.252	16.717	67.417	1.144	65.287	85.19	39.694	4.652	21.466	14.629	17.602	16.141	16.839	29.183	19.734	32.037	13.838	15.042	13.965	24.023	24.0	17.749	29.686	12.468	10.61	12.423	21.156	1.569	14.625	22.716
44.00788	17.119	60.876	56.938	60.439	84.717	26.551	5.608	19.064	16.674	65.569	54.634	62.617	76.722	28.6	6.407	20.204	16.673	66.906	1.192	65.826	85.465	39.955	4.419	21.677	14.675	17.866	16.12	16.702	29.399	19.797	32.344	13.616	14.996	13.513	24.235	24.296	17.872	29.99	12.382	10.726	12.309	21.223	1.5	14.824	23.096
44.17451	17.333	61.169	56.996	60.561	84.553	26.856	5.605	18.927	16.701	65.084	55.267	62.713	76.834	28.882	6.499	20.136	16.723	67.267	0.96	65.5	85.478	40.256	4.704	21.897	14.843	17.568	16.819	16.742	29.738	19.982	32.691	13.685	15.043	14.121	24.541	24.288	18.088	30.303	12.728	10.705	12.827	21.439	1.633	14.859	23.285
44.34125	17.589	61.055	57.708	60.561	84.524	27.027	5.548	19.184	16.815	65.055	55.808	62.627	76.891	29.11	6.584	20.564	17.293	66.84	1.045	65.471	85.506	40.256	4.618	21.812	14.843	17.596	16.676	17.255	29.681	20.096	32.919	13.571	15.214	13.608	24.684	24.601	18.174	30.474	12.358	10.848	12.599	21.753	1.633	15.116	23.285
44.50783	17.333	60.731	58.076	60.408	84.193	27.218	5.315	19.755	16.798	65.019	56.084	62.841	76.77	29.122	6.054	20.502	16.97	66.473	1.099	65.707	85.423	40.357	4.467	21.917	14.856	17.766	16.504	17.343	30.035	20.039	33.234	13.602	15.008	13.501	24.73	24.565	18.199	30.739	12.627	10.827	12.525	21.776	1.664	15.012	23.507
44.67458	17.375	60.226	58.562	60.53	83.971	27.409	5.853	19.818	17.024	65.103	56.119	62.709	77.338	29.576	6.601	20.662	17.19	66.834	1.123	65.609	85.464	40.602	4.495	21.938	14.967	17.724	16.804	16.729	30.575	20.31	33.639	13.757	15.227	14.193	25.009	24.87	18.415	31.053	12.717	10.835	12.758	21.88	1.797	15.018	23.697
44.84128	17.76	60.229	58.335	60.589	83.755	27.682	5.69	19.583	17.071	64.998	56.92	62.798	77.005	29.851	6.271	20.621	17.036	66.441	0.96	65.671	85.25	40.741	4.533	21.983	15.014	17.767	16.477	17.084	30.622	20.324	33.831	13.77	14.986	14.235	25.282	25.371	18.459	31.272	12.5	10.848	12.485	22.066	1.804	15.116	23.77
45.00794	17.937	60.537	59.111	60.299	83.456	27.985	5.485	19.766	17.104	64.518	57.055	62.559	76.924	29.967	6.242	20.846	17.167	66.608	1.214	65.561	84.907	40.725	4.519	22.201	15.19	17.8	16.652	17.239	30.795	20.558	34.07	13.811	15.465	14.139	25.325	25.502	18.515	31.552	12.446	10.671	12.401	22.064	1.669	15.198	23.85
45.17472	17.688	60.24	59.438	60.429	83.618	28.249	5.489	19.521	17.113	64.708	57.213	62.745	77.028	30.289	6.532	20.825	17.346	66.427	0.82	65.521	85.269	40.993	4.467	22.294	15.284	17.808	16.916	17.473	31.23	20.651	34.365	13.733	15.274	14.117	25.589	25.681	18.608	31.903	12.509	10.791	12.492	22.299	1.587	15.545	24.114
45.34134	17.895	60.009	59.429	60.568	83.37	28.524	5.669	19.701	17.196	64.876	57.81	62.832	77.367	30.573	6.584	20.81	17.251	66.668	1.111	65.501	85.373	40.935	4.424	22.226	15.31	17.816	17.209	17.364	31.486	20.715	34.689	13.964	15.431	14.203	25.837	25.529	18.734	32.305	12.473	10.931	12.912	22.54	1.759	15.599	24.328
45.50795	17.76	60.185	59.752	60.573	83.06	28.664	5.583	19.684	17.558	64.29	58.04	62.777	77.122	30.848	6.458	21.125	17.477	66.461	0.998	65.526	85.226	41.246	4.704	22.311	15.246	17.993	17.499	18.254	31.59	20.836	34.955	14.116	15.46	14.385	25.976	25.982	18.879	32.776	12.463	11.428	12.503	22.741	1.764	15.642	24.528
45.67467	18.086	60.041	60.177	60.457	83.191	28.903	5.887	19.89	17.454	64.736	58.208	62.688	77.255	31.17	6.703	21.024	17.46	66.597	1.047	65.578	84.928	41.306	4.694	22.579	15.625	18.063	17.257	17.928	31.856	20.935	35.501	14.187	15.558	14.628	26.129	25.965	19.006	33.068	12.764	10.762	12.918	22.981	1.815	15.46	24.767
45.84127	17.845	59.872	60.633	60.46	82.861	29.233	5.583	19.826	17.359	63.949	58.382	62.692	77.378	31.303	6.345	21.182	17.42	66.319	1.169	65.867	85.055	41.416	4.619	22.51	15.416	18.078	17.357	17.856	31.931	20.949	35.523	14.372	15.545	13.987	26.346	26.124	19.021	33.174	12.747	11.201	12.844	23.167	1.736	15.614	24.727
46.00793	17.816	59.977	60.371	60.421	82.817	29.307	5.72	20.054	17.37	64.34	58.822	62.735	77.483	31.482	6.384	21.233	17.58	66.068	1.052	65.563	84.717	41.515	4.354	22.699	15.57	18.019	17.354	17.971	32.196	21.118	35.748	14.232	15.339	14.164	26.475	26.483	19.13	33.433	12.816	11.066	12.714	23.274	1.653	15.765	24.974
46.17471	18.073	59.934	60.893	60.408	82.514	29.637	5.856	19.84	17.68	64.478	59.327	62.784	77.538	31.768	6.567	21.299	17.766	66.16	1.014	65.849	84.911	41.808	4.723	22.799	15.937	18.278	17.955	18.311	32.169	21.377	36.079	14.456	15.691	14.752	26.722	26.585	19.308	33.897	12.883	11.197	12.696	23.626	1.778	15.922	25.357
46.34137	18.15	59.796	60.899	60.325	82.138	29.815	5.562	19.859	17.653	64.282	59.211	62.641	77.369	31.88	6.657	21.257	17.776	65.864	1.49	65.727	84.581	41.865	4.51	22.639	15.768	18.297	17.405	18.333	32.224	21.509	36.292	14.479	15.449	14.438	26.757	26.679	19.437	33.975	12.719	11.0	12.929	23.639	1.748	15.925	25.283
46.50803	18.373	60.027	61.24	60.416	82.091	30.059	5.425	19.79	17.651	64.505	59.88	62.624	77.594	32.197	6.516	21.346	17.76	66.121	1.123	65.609	84.553	41.998	4.751	22.849	15.936	18.436	18.001	18.267	32.54	21.592	36.545	14.611	15.569	14.792	27.117	27.006	19.526	34.329	12.916	11.32	12.73	23.76	1.683	16.044	25.719
46.67469	18.436	59.667	61.878	60.369	82.146	30.317	5.698	19.986	17.879	64.107	60.03	62.661	77.623	32.253	6.498	21.436	17.991	65.785	1.168	66.099	84.746	42.017	4.652	22.995	15.965	18.3	18.006	18.673	32.625	21.598	36.767	14.676	15.715	14.544	27.261	26.696	19.502	34.469	12.786	11.073	13.083	23.963	1.844	16.111	25.78
46.84134	18.13	59.963	62.06	60.408	81.803	30.462	5.656	20.125	17.737	64.108	60.067	62.67	77.567	32.423	6.538	21.498	17.88	65.847	1.071	65.679	84.342	42.036	4.637	23.055	15.88	18.477	18.467	18.538	32.823	21.86	36.933	14.655	15.691	14.61	27.405	27.097	19.82	34.751	12.968	11.197	13.123	24.138	1.778	16.178	25.869
47.00803	18.451	59.442	62.108	60.429	81.73	30.648	5.677	20.32	18.154	64.372	60.462	62.779	77.547	32.871	6.738	21.794	18.15	65.762	1.119	65.677	84.361	42.241	4.689	23.183	16.154	18.429	18.335	18.659	33.129	22.04	37.331	14.832	15.561	14.7	27.649	27.226	19.86	35.059	12.968	11.57	13.237	24.492	1.965	16.18	26.252
47.1748	18.513	59.273	62.735	60.258	81.77	31.034	5.66	20.317	17.909	64.338	60.652	62.688	77.71	33.017	6.759	21.792	18.057	65.887	1.076	65.777	84.161	42.187	4.723	23.289	16.307	18.49	18.507	18.837	33.589	22.071	37.547	14.756	15.927	14.713	27.778	27.244	19.887	35.455	12.85	11.274	13.259	24.43	1.673	16.568	26.472
47.34152	18.578	59.411	62.59	60.312	81.577	31.171	5.698	21.039	18.05	63.851	61.084	62.661	77.68	33.25	6.584	21.778	17.877	65.386	1.196	65.815	84.405	42.558	4.652	23.422	16.506	18.67	18.604	19.271	33.735	22.196	37.878	14.961	16.0	14.687	27.944	27.493	20.1	35.665	12.957	11.33	13.311	24.732	1.873	16.709	26.606
47.50817	18.699	59.707	62.913	60.522	81.29	31.458	5.742	20.494	17.965	63.71	61.205	62.528	77.624	33.362	6.794	21.839	18.307	65.392	1.071	65.963	83.915	42.434	4.58	23.425	16.534	18.733	18.667	19.221	33.62	22.373	38.043	14.883	15.663	14.866	28.002	27.438	20.162	35.803	13.054	11.226	13.862	25.02	2.005	16.69	26.836
47.67474	18.514	59.196	63.229	60.268	81.016	31.732	5.665	20.573	18.154	64.06	61.409	62.788	77.775	33.638	6.663	21.969	18.381	65.113	1.164	65.969	83.9	42.573	4.732	23.499	16.411	18.72	18.995	19.264	33.896	22.388	38.151	15.068	16.02	15.136	28.277	27.997	20.206	36.081	13.407	11.665	13.561	25.037	1.955	16.931	26.967
47.84142	18.628	59.111	63.115	60.211	80.618	31.646	5.75	20.487	18.126	64.06	61.494	62.617	77.775	33.638	6.749	22.054	18.153	65.597	1.192	65.741	83.444	42.545	4.675	23.67	16.667	18.834	18.91	19.662	33.982	22.615	38.436	15.21	16.077	15.05	28.391	28.082	20.377	36.166	13.236	11.494	13.39	25.236	1.784	16.931	27.366
48.00813	18.774	58.968	63.421	60.491	80.726	32.022	5.772	20.497	18.354	63.442	61.786	62.548	77.493	33.941	6.662	22.048	18.423	65.341	0.935	65.546	83.335	42.637	4.662	23.741	16.667	18.778	19.418	19.639	33.945	22.53	38.574	15.105	15.956	14.924	28.566	27.836	20.314	36.402	13.066	11.372	13.644	25.366	1.877	16.78	27.406
48.17479	18.611	58.983	63.805	60.137	80.348	32.145	5.862	20.849	18.25	63.29	61.717	62.422	77.427	34.065	6.753	21.999	18.176	64.961	1.194	65.591	82.986	42.565	4.78	23.834	16.705	18.786	19.369	19.816	34.296	22.708	38.671	15.14	15.879	14.873	28.688	27.788	20.435	36.073	13.469	11.322	13.962	25.346	1.823	16.957	27.585
