	MG1655-1	HEXA4-10_1	HEXA7-2_1	ompR-1	proQ-1	ompC-1	ompR_proQ-1	ompR_ompC-1	MG1655-2	HEXA4-10_2	HEXA7-2_2	ompR-2	proQ-2	ompC-2	ompR_proQ-2	ompR_ompC-2	MG1655-3	HEXA4-10_3	HEXA7-2_3	ompR-3	proQ-3	ompC-3	ompR_proQ-3	ompR_ompC-3	proQ_ompC-1	ompR_proQ_ompC-1	MG1655-1dup	IBUA8-3_1	phoU-1	cheR-1	rph-1	proQ_ompC-2	ompR_proQ_ompC-2	MG1655-2dup	IBUA8-3_2	phoU-2	cheR-2	rph-2	proQ_ompC-3	ompR_proQ_ompC-3	MG1655-3dup	IBUA8-3_3	phoU-3	cheR-3	rph-3
36.17511	9.438	27.93	3.463	5.86	6.844	9.714	14.775	6.843	10.458	27.81	3.367	6.194	6.426	10.74	14.293	7.058	10.476	28.453	5.913	7.09	6.326	12.35	14.823	7.461	14.697	11.898	2.713	29.28	2.744	2.559	2.262	15.896	11.584	3.078	24.638	3.047	2.654	2.853	16.993	12.361	4.786	24.448	4.17	3.052	2.821
36.34167	9.001	26.965	3.306	5.962	6.913	9.676	14.828	6.906	10.217	27.803	3.275	6.59	6.295	10.797	13.95	7.122	9.77	27.981	5.912	6.628	6.393	11.682	14.445	7.325	15.434	11.952	2.654	26.999	2.611	2.432	2.267	16.003	11.568	3.05	23.319	2.954	2.593	2.759	17.128	12.118	4.953	24.772	4.04	2.76	2.53
36.50848	9.193	27.316	3.335	5.663	7.04	10.263	15.511	6.475	10.212	28.385	3.272	6.291	6.554	10.464	14.338	7.413	9.633	27.741	6.006	6.952	6.553	12.399	15.161	7.419	15.198	12.045	2.684	24.822	2.607	2.56	2.362	16.127	11.956	3.08	23.606	3.016	2.622	2.624	17.022	12.013	4.752	22.727	4.036	2.757	2.625
36.67513	8.996	27.546	3.401	5.959	7.139	9.869	14.92	6.705	10.376	28.024	3.173	6.553	6.653	10.759	14.436	7.183	9.961	27.544	6.072	6.919	6.553	11.217	14.143	7.189	14.607	12.012	2.651	23.279	2.738	2.461	2.428	16.488	12.12	2.948	22.49	3.016	2.787	2.722	17.317	12.243	4.883	22.53	3.971	3.118	2.691
36.84178	8.815	27.674	3.213	5.871	6.92	9.062	14.708	6.455	10.129	28.216	3.183	6.499	6.928	10.052	14.553	6.999	9.651	28.099	5.92	6.735	6.762	10.937	14.983	7.794	14.659	12.062	2.694	23.7	2.62	2.472	2.372	15.853	12.04	2.991	22.219	3.059	2.698	2.766	16.881	12.063	4.895	22.72	3.982	3.227	2.635
37.00855	7.998	28.472	3.348	6.072	7.318	9.263	14.615	6.919	10.299	27.83	3.187	6.471	6.965	10.287	14.559	7.004	9.492	27.583	6.023	6.871	7.095	11.107	14.562	7.438	15.125	12.33	2.993	22.92	2.46	2.574	2.277	16.156	12.079	3.356	21.932	3.03	2.735	2.769	18.335	11.938	5.194	23.057	4.348	2.968	2.738
37.17519	7.877	27.933	3.223	6.112	7.458	9.601	14.922	6.501	10.146	28.046	3.259	6.413	7.236	10.199	14.505	7.604	10.458	27.701	5.933	6.649	6.906	11.117	14.969	7.217	14.842	12.473	2.769	21.885	2.665	2.647	2.481	16.236	12.552	2.969	22.08	2.971	2.84	2.941	17.562	12.442	5.103	23.14	4.158	3.074	2.613
37.34187	8.191	28.068	3.509	5.838	7.413	10.047	14.905	6.718	10.458	28.413	3.249	6.499	7.059	10.446	14.651	7.623	9.257	28.099	5.986	6.669	7.288	11.496	14.523	7.433	14.757	11.963	2.792	21.663	2.455	2.833	2.438	16.674	12.238	2.991	22.121	2.862	2.797	2.766	17.374	12.425	5.19	22.26	4.048	3.03	2.8
37.50853	7.966	27.848	3.447	5.875	7.516	9.789	14.812	6.886	10.431	28.422	3.187	6.471	7.228	10.386	14.46	7.036	9.46	29.029	6.023	6.772	7.259	11.238	15.186	7.109	15.355	12.462	2.795	21.671	2.525	2.837	2.442	16.254	12.244	3.192	21.669	3.063	2.801	2.835	17.94	12.168	5.063	21.677	4.413	2.968	2.803
37.67526	8.304	28.097	3.453	5.948	7.425	9.897	15.678	6.928	9.423	28.079	3.193	6.61	7.269	9.87	14.604	7.144	9.406	28.818	6.032	6.781	7.005	11.051	15.298	7.25	15.138	12.67	2.802	21.885	2.632	2.647	2.481	16.565	12.355	3.1	21.85	2.872	2.808	3.138	17.397	12.344	5.103	23.172	3.961	2.943	2.646
37.84184	7.93	28.17	3.367	5.897	7.539	10.311	14.978	6.913	9.674	28.839	3.173	6.231	7.187	9.988	14.398	7.128	9.298	28.397	6.148	6.798	7.218	10.776	14.731	7.762	14.967	12.562	2.98	22.215	2.583	2.792	2.594	16.66	12.018	3.279	21.916	3.084	2.822	2.856	17.988	12.202	5.086	23.009	4.108	3.155	3.055
38.00869	8.193	28.17	3.268	6.292	7.704	10.015	15.439	6.518	9.378	28.51	3.173	6.297	7.483	9.561	14.858	7.359	9.396	29.253	6.312	6.798	7.515	11.138	16.014	7.17	15.098	12.496	2.881	21.359	2.682	2.661	2.792	16.857	11.985	3.377	21.323	3.182	2.756	2.988	17.824	12.762	5.382	22.121	4.108	3.056	2.923
38.17533	7.748	28.63	3.237	6.09	7.959	10.099	15.216	6.705	9.424	28.385	3.141	6.258	7.244	9.84	14.633	7.905	8.747	28.464	5.907	6.821	7.67	10.626	14.636	7.025	15.69	12.406	3.176	20.948	2.804	2.658	2.625	16.751	12.12	3.244	21.406	2.95	2.885	3.051	17.744	12.637	5.441	22.629	4.069	3.052	2.789
38.34207	7.91	27.933	3.42	6.014	7.885	10.127	15.415	6.501	9.455	28.769	3.193	6.511	7.663	9.673	14.308	7.144	9.34	29.048	5.933	6.649	7.892	10.229	15.265	6.921	15.565	12.342	2.901	21.194	2.764	2.745	2.481	16.828	11.862	3.166	21.093	2.971	2.939	2.973	17.496	12.376	5.465	21.923	4.06	3.271	2.712
38.50866	7.44	28.374	3.447	6.105	8.074	10.611	15.568	6.788	9.412	28.225	3.252	6.503	7.753	9.761	14.362	7.529	9.032	28.043	6.089	6.674	7.687	11.238	15.482	7.799	15.355	12.823	2.993	21.277	2.723	2.738	2.836	17.667	12.145	3.356	20.946	3.03	3.031	3.065	18.433	12.628	5.621	20.888	4.183	3.165	3.033
38.67531	7.384	28.295	3.42	6.375	8.148	10.588	15.777	6.829	8.732	29.394	3.259	6.577	7.532	9.968	15.294	7.012	8.386	28.424	5.933	6.847	7.531	10.493	15.002	7.151	15.237	12.736	2.966	20.701	2.764	2.745	2.679	16.893	12.289	3.199	22.178	3.168	2.939	2.941	18.055	12.87	5.859	21.2	4.158	3.238	3.041
38.84195	7.443	28.019	3.395	5.951	8.148	9.958	16.09	6.565	9.019	28.826	3.167	6.381	7.957	9.765	15.146	7.207	8.341	28.641	6.096	6.714	7.694	10.058	15.411	7.18	15.578	12.624	3.038	20.637	2.632	2.848	2.65	16.834	12.305	3.368	22.374	3.009	2.911	3.011	17.794	12.232	5.598	21.857	4.029	3.045	3.077
39.00868	7.584	28.367	3.335	5.762	8.353	10.492	15.117	6.705	9.03	28.845	3.436	6.389	7.867	10.267	14.994	7.183	8.057	29.252	6.104	6.952	7.867	10.003	15.161	7.386	15.986	12.537	2.979	20.357	2.935	2.625	2.723	17.145	12.711	3.277	21.439	3.147	2.819	3.248	18.269	12.539	5.704	21.349	4.069	3.151	3.216
39.17534	7.41	28.413	3.395	6.279	8.115	9.925	15.795	6.565	8.986	28.924	3.167	6.151	7.826	10.027	14.949	7.076	8.506	29.166	6.063	6.517	8.055	10.387	15.312	7.278	15.119	13.214	3.137	20.473	2.796	2.913	2.617	17.163	12.403	3.434	21.784	3.107	3.009	3.043	18.089	12.199	5.696	21.529	4.127	3.504	3.012
39.34209	7.3	28.127	3.364	5.893	8.391	10.208	15.861	6.843	8.813	28.995	3.269	6.392	8.301	10.312	15.412	7.223	8.272	29.736	6.012	6.695	8.234	10.343	15.284	7.429	15.75	13.247	3.272	22.305	2.842	2.69	2.854	17.541	12.604	3.505	22.006	3.08	3.048	3.05	17.882	12.493	5.74	22.474	4.104	3.348	3.051
39.50875	7.102	28.456	3.232	6.123	8.72	9.911	15.96	6.415	8.715	28.929	3.203	6.523	8.17	10.378	15.247	7.223	8.206	29.671	6.209	6.859	8.201	10.541	16.008	7.165	15.783	12.787	3.108	21.153	2.744	2.756	2.854	17.442	12.768	3.374	20.789	3.245	3.048	3.346	18.474	12.756	6.365	21.849	4.367	3.282	3.315
39.67547	6.867	28.048	3.7	6.061	8.325	10.399	15.32	6.446	8.181	29.248	3.177	6.163	8.069	10.173	15.066	7.023	8.063	29.59	6.207	6.76	8.396	10.172	15.036	7.029	15.631	12.904	3.245	21.482	2.644	2.957	2.858	17.776	12.619	3.247	21.217	2.954	3.086	2.956	17.851	12.544	6.201	22.637	4.303	3.154	3.121
39.842	7.307	28.829	3.621	5.98	8.374	10.478	15.887	6.626	8.489	29.67	3.131	6.443	8.543	10.514	14.976	7.301	7.844	29.32	5.993	6.349	8.641	10.086	15.536	6.978	16.097	12.979	3.232	20.826	2.627	2.91	2.844	17.418	12.791	3.529	21.316	3.235	2.973	3.204	18.147	12.685	5.987	21.751	4.222	3.238	3.205
40.00875	7.144	28.472	3.611	6.006	8.403	10.775	15.765	6.295	8.426	29.178	3.088	6.273	8.345	10.55	15.019	7.135	8.047	28.799	6.122	6.937	8.114	10.22	15.975	7.306	15.815	13.25	3.387	20.389	2.821	3.067	2.934	18.259	12.77	3.553	21.669	3.325	3.326	3.262	17.677	12.956	6.443	22.564	4.183	3.33	3.132
40.1755	6.783	29.031	3.545	6.105	8.699	10.906	15.634	6.591	8.525	28.981	3.351	6.372	8.673	10.287	15.019	7.102	8.539	29.094	6.023	6.477	8.508	10.022	16.107	7.109	15.914	13.152	3.453	21.178	2.755	2.968	2.836	17.109	12.54	3.586	20.65	3.26	3.129	3.262	18.203	12.858	6.344	21.972	4.15	3.33	3.296
40.34211	7.271	28.824	3.345	6.068	8.366	10.474	16.679	6.98	8.224	29.234	3.348	6.697	8.899	10.282	14.651	6.934	8.37	28.789	6.019	6.571	8.668	10.182	15.771	6.94	15.546	13.113	3.384	20.677	2.817	2.964	3.029	16.904	12.435	3.648	20.872	3.223	3.093	3.226	17.768	12.523	6.242	21.011	4.179	3.523	3.095
40.50885	7.482	28.689	3.322	6.014	8.576	10.818	16.698	6.994	8.305	29.657	3.259	6.478	8.748	10.199	15.196	6.947	8.156	28.654	6.13	6.781	8.813	10.032	15.462	7.414	16.059	13.328	3.394	20.636	2.764	2.975	2.975	18.274	13.045	3.659	20.469	3.135	3.136	3.368	18.219	12.837	6.517	20.937	4.553	3.37	3.336
40.67558	7.162	28.968	3.601	6.061	8.653	10.694	16.108	6.643	7.82	29.018	3.242	6.491	8.955	10.173	15.592	7.122	8.72	29.262	6.109	6.53	8.79	10.27	16.251	6.931	15.598	13.2	3.442	21.449	2.644	2.76	2.858	17.448	12.948	3.543	21.447	3.019	3.217	3.12	18.376	12.741	6.43	21.291	4.139	3.319	3.187
40.8421	7.473	29.589	3.348	6.105	8.961	10.775	15.831	6.656	8.098	28.981	3.351	6.142	8.772	10.912	15.939	7.234	9.164	28.733	6.122	6.674	8.607	10.417	16.107	7.01	16.308	13.513	3.486	20.981	2.755	3.034	3.066	17.864	12.967	3.488	20.289	3.325	3.031	3.525	19.288	12.924	6.837	21.381	4.315	3.034	3.329
41.00887	7.261	28.475	3.306	5.962	8.784	10.563	16.174	6.873	8.083	29.511	3.439	6.491	8.857	10.436	15.756	7.188	8.227	29.59	6.174	6.825	8.692	10.829	15.758	7.325	16.879	12.937	3.639	20.267	2.808	3.121	3.055	17.743	13.243	3.773	20.758	3.151	3.381	3.35	18.671	12.84	6.792	21.586	4.303	3.516	3.187
41.17554	7.238	29.185	3.641	6.101	8.891	10.704	16.449	6.553	8.487	29.464	3.249	6.467	8.899	10.775	15.473	7.032	8.632	29.511	6.117	6.538	8.898	10.379	16.494	7.499	16.006	13.343	3.482	20.611	3.047	3.129	3.062	17.857	12.96	3.681	20.084	3.158	3.421	3.324	18.425	12.72	6.702	21.866	4.245	3.425	3.424
41.34214	7.055	28.952	3.552	6.014	8.904	10.818	16.467	7.092	7.943	29.361	3.292	6.314	8.913	10.495	15.853	7.407	8.156	29.903	6.098	6.452	8.616	10.854	16.12	6.921	16.124	13.361	3.492	20.405	2.863	3.041	3.04	18.406	12.848	3.856	20.074	3.135	3.235	3.434	18.712	12.574	7.207	21.331	4.454	3.732	3.6
41.50899	6.975	28.824	3.443	5.937	8.793	10.671	17.008	6.718	7.83	29.464	3.282	6.467	9.162	10.446	16.031	6.901	8.534	29.511	6.019	6.932	9.128	10.51	16.1	7.039	16.367	13.343	3.482	19.823	2.718	2.964	3.161	17.758	13.026	3.78	20.839	2.862	3.224	3.456	19.115	12.72	7.194	21.504	4.344	3.326	3.391
41.67566	7.581	29.544	3.223	6.079	9.102	10.949	16.139	6.698	7.943	29.887	3.259	6.511	9.11	10.988	16.018	7.341	8.748	29.607	6.229	6.584	9.109	10.821	16.481	7.118	16.913	13.755	3.657	20.142	2.764	3.14	3.172	17.88	13.045	3.791	20.896	3.07	3.301	3.368	18.351	12.837	6.912	20.444	4.06	3.633	3.336
41.84221	7.191	29.456	3.423	6.182	8.909	11.053	17.0	6.702	8.31	29.601	3.295	6.219	9.016	10.894	15.531	7.214	8.655	29.256	6.102	7.081	9.212	11.32	16.324	6.827	16.592	13.334	3.693	19.624	2.768	3.176	3.241	17.986	12.986	3.761	20.082	3.237	3.304	3.437	19.214	12.678	6.949	21.339	4.36	3.538	3.735
42.00896	7.191	29.324	3.423	6.083	8.81	10.856	16.901	6.834	8.244	29.929	3.361	6.219	8.753	10.927	15.531	7.313	8.293	29.42	6.233	6.358	8.916	10.498	16.883	6.827	16.92	13.169	3.956	20.052	2.933	3.242	3.241	17.69	12.854	3.86	20.806	3.172	3.535	3.437	18.26	12.481	7.31	20.945	4.195	3.472	3.34
42.17563	7.252	28.952	3.519	6.079	9.167	10.818	17.026	6.468	8.107	29.591	3.456	6.413	8.88	10.79	15.787	7.341	8.288	29.607	6.229	6.682	9.24	10.657	16.481	7.316	16.618	13.328	3.591	19.616	2.863	3.271	3.336	17.88	13.045	4.152	20.008	3.365	3.301	3.467	19.14	13.133	7.372	20.509	4.257	3.765	3.501
42.34237	7.468	29.119	3.345	6.068	8.891	11.394	16.548	6.718	8.125	29.76	3.282	6.302	9.392	11.169	15.933	7.492	9.158	30.004	6.183	6.834	9.062	11.003	16.593	6.842	16.86	13.639	3.843	20.316	2.915	3.227	3.391	17.988	12.96	3.977	20.544	3.223	3.52	3.751	19.542	13.213	7.589	21.307	4.442	3.457	3.424
42.50906	7.256	29.155	3.401	5.959	8.846	11.083	17.251	7.066	7.979	29.403	3.535	6.291	9.378	10.464	15.684	7.315	8.517	29.252	6.17	6.755	9.18	10.364	16.737	7.32	16.544	13.686	3.636	20.456	2.738	3.052	3.38	17.736	12.941	3.933	20.257	3.114	3.476	3.74	18.795	12.834	7.444	20.987	4.398	3.512	3.38
42.6757	7.665	29.185	3.345	6.167	9.319	11.0	16.58	6.718	7.797	29.858	3.249	6.565	9.096	11.169	15.933	7.623	9.355	29.084	6.315	6.932	9.194	10.839	16.461	6.907	17.386	13.31	3.646	19.199	2.817	3.162	3.128	18.448	13.157	3.944	20.149	3.322	3.487	3.62	19.542	13.016	7.392	21.504	4.147	3.622	3.588
42.84237	7.369	29.021	3.608	5.97	9.319	11.099	17.27	6.915	7.83	29.365	3.479	6.138	9.359	10.676	16.294	7.492	9.027	29.413	6.38	6.735	9.522	11.003	16.166	6.907	16.696	13.211	3.975	20.808	2.915	3.26	3.391	18.284	13.355	4.141	20.281	3.322	3.487	3.653	18.589	13.082	7.589	21.011	4.541	3.654	3.523
43.00914	7.341	29.392	3.611	6.072	9.159	10.906	16.85	6.788	8.098	29.441	3.581	6.503	9.462	11.109	15.906	7.595	9.394	29.784	6.385	6.641	9.33	10.482	16.862	7.109	16.67	13.217	3.946	20.685	2.821	3.33	3.395	18.555	12.835	3.849	20.19	3.128	3.524	3.624	18.893	12.858	7.363	21.677	4.183	3.56	3.592
43.17572	7.553	28.699	3.719	6.083	9.402	11.349	17.329	7.097	8.145	30.193	3.394	6.384	9.476	10.894	16.221	7.872	8.589	29.716	6.201	6.752	9.541	11.024	16.718	7.255	17.183	13.663	4.055	19.361	2.933	3.143	3.471	18.874	13.545	3.959	20.181	3.237	3.6	3.536	19.05	13.204	7.869	20.287	4.458	3.867	3.702
43.34246	7.7	29.387	3.334	6.193	9.415	10.871	17.348	7.209	8.16	30.419	3.404	6.33	9.787	11.404	16.339	7.655	8.87	29.384	6.247	6.666	9.654	10.941	16.64	7.236	17.599	13.451	4.066	19.779	2.781	3.154	3.581	17.811	13.203	3.871	20.204	3.248	3.611	3.646	19.239	13.157	7.784	20.87	4.207	3.648	3.845
43.50911	7.502	29.486	3.466	6.127	9.349	10.969	17.019	7.439	8.062	30.156	3.667	6.494	9.194	10.745	16.175	7.951	9.166	29.648	6.345	6.765	9.522	10.513	16.738	7.236	17.237	13.549	4.0	19.45	2.781	3.352	3.516	18.437	12.808	4.068	20.336	3.347	3.644	3.843	18.383	13.124	7.686	20.738	4.009	3.549	3.647
43.67575	7.778	29.741	3.716	6.31	9.233	11.837	17.651	7.52	8.305	29.492	3.555	6.478	9.767	10.823	16.412	8.032	9.274	29.312	6.393	6.748	8.911	11.643	17.073	6.954	17.407	13.558	3.953	19.518	2.863	3.436	3.599	17.913	13.44	4.383	20.107	3.168	3.728	3.73	19.469	12.935	8.161	20.937	4.421	3.929	3.895
43.84241	8.107	29.544	3.223	6.31	9.529	10.949	17.487	7.224	8.009	29.755	3.456	6.709	9.472	11.218	16.642	7.801	9.044	30.298	6.393	6.847	9.339	11.446	16.975	6.954	17.374	13.722	4.347	20.044	2.928	3.37	3.698	18.702	13.275	3.889	20.304	3.431	3.597	3.828	19.206	13.198	7.799	20.246	4.454	3.863	3.928
44.00918	7.897	29.683	3.334	6.226	9.316	11.463	17.249	7.472	8.259	29.925	3.897	6.527	9.392	11.404	16.175	8.149	9.199	30.174	6.312	7.193	9.456	11.829	16.804	7.17	17.731	13.681	4.395	20.174	2.88	3.352	3.713	18.535	13.104	4.167	20.501	3.347	3.513	3.679	18.877	13.42	7.718	21.133	4.536	3.648	4.042
44.17574	8.32	29.377	3.529	6.321	9.608	11.524	17.045	7.238	8.024	29.685	3.598	6.589	10.012	11.3	16.464	7.848	8.864	29.671	6.242	7.057	9.32	11.429	17.127	6.869	17.23	13.478	4.259	19.739	2.777	3.381	3.512	17.935	13.065	4.361	19.999	3.376	3.443	3.642	19.165	13.348	7.911	21.158	4.367	3.677	3.71
44.34246	8.039	29.473	3.472	6.53	9.523	11.77	17.558	7.35	8.236	29.648	3.509	6.239	9.533	11.414	16.451	7.993	9.276	30.359	6.255	7.201	9.466	11.544	17.213	7.081	17.614	13.858	4.106	20.486	2.888	3.689	3.918	18.749	13.084	4.405	20.154	3.354	3.619	4.049	18.367	13.004	8.419	20.952	4.445	4.051	4.05
44.50919	7.841	29.177	3.374	6.299	9.621	11.144	17.558	7.482	8.368	30.241	3.509	6.601	9.632	11.612	16.649	7.664	9.309	30.261	6.222	7.103	9.564	10.852	17.213	6.949	17.844	13.792	4.205	20.355	2.888	3.557	3.721	18.518	13.084	3.977	19.759	3.288	3.816	3.884	19.289	13.366	8.583	20.59	4.478	3.853	3.82
